ine_code,weather_zone_code
16125,681603
16126,681602
16128,681603
16129,681603
16130,681603
16131,681602
16132,681603
16133,681603
16134,681603
16135,681602
16137,681602
16139,681603
16140,681601
16141,681603
16142,681603
16143,681601
16145,681603
16146,681602
16147,681602
16148,681603
16149,681602
16150,681602
16151,681601
16152,681603
16153,681603
16154,681603
16155,681603
16156,681601
16157,681602
16158,681603
16159,681603
16160,681601
16161,681603
16162,681601
16163,681602
16165,681602
16166,681603
16167,681603
16169,681601
16170,681601
16171,681603
16172,681603
16173,681601
16174,681603
16175,681603
16176,681603
16177,681602
16181,681603
16185,681601
16186,681603
16187,681602
16188,681601
16189,681602
16190,681603
16191,681603
16192,681602
16193,681601
16194,681602
16195,681603
16196,681603
16197,681602
16198,681603
16199,681603
16202,681602
16203,681603
16204,681603
16205,681602
16206,681601
16209,681601
16211,681603
16212,681603
16213,681603
16215,681602
16216,681603
16217,681603
16218,681603
16219,681602
16224,681602
16225,681602
16227,681602
16228,681601
16231,681603
16234,681602
16236,681603
16237,681603
16238,681603
16239,681602
16240,681601
16242,681601
16243,681603
16244,681603
16245,681602
16246,681601
16247,681603
16248,681603
16249,681603
16250,681601
16251,681603
16253,681603
16254,681601
16255,681603
16258,681602
16259,681601
16263,681602
16264,681603
16265,681601
16266,681603
16269,681603
16270,681603
16271,681603
16272,681601
16273,681603
16274,681602
16275,681601
16276,681602
16277,681603
16278,681602
16279,681603
16280,681602
16901,681603
16902,681602
16903,681603
16904,681602
16905,681602
16906,681601
16908,681603
16909,681602
16910,681601
17001,691701
17002,691702
17003,691701
17004,691703
17005,691703
17006,691701
17007,691702
17008,691702
17009,691702
17010,691702
17011,691703
17012,691703
17013,691703
17014,691701
17015,691702
17016,691703
17018,691703
17019,691702
17020,691702
17021,691702
17022,691703
17023,691704
17024,691701
17025,691703
17026,691703
17027,691702
17028,691702
17029,691703
17030,691703
17031,691702
17032,691703
17033,691702
17034,691703
17035,691702
17036,691701
17037,691701
17038,691702
17039,691701
17040,691702
17041,691703
17042,691703
17043,691701
17044,691702
17046,691702
17047,691703
17048,691704
17049,691702
17050,691703
17051,691703
17052,691703
17054,691703
17055,691703
17056,691702
17057,691703
17058,691702
17060,691702
17061,691701
17062,691703
17063,691702
17064,691703
17065,691702
17066,691703
17067,691703
17068,691703
17069,691701
17070,691703
17071,691702
17073,691702
17074,691703
17075,691703
17076,691703
17077,691703
17078,691701
17079,691702
17080,691701
17081,691703
17082,691701
17083,691702
17084,691701
17085,691703
17086,691701
17087,691703
17088,691703
17089,691704
17090,691702
17091,691701
17092,691703
17093,691703
17094,691701
17095,691704
17096,691701
17097,691703
17098,691702
17099,691701
17100,691703
17101,691702
17102,691701
17103,691702
17105,691702
17106,691703
17107,691701
17109,691701
17110,691703
17111,691703
17112,691701
17114,691702
17115,691703
17116,691702
17117,691703
17118,691703
17119,691703
17120,691703
17121,691703
17123,691702
17124,691703
17125,691701
17126,691703
17128,691703
17129,691703
17130,691703
17132,691703
17133,691702
17134,691701
17135,691703
17136,691703
17137,691702
17138,691703
17139,691702
17140,691703
17141,691701
17142,691702
17143,691703
17144,691703
17145,691701
17146,691702
17147,691701
17148,691702
17149,691701
17150,691702
17151,691703
17152,691703
17153,691703
17154,691702
17155,691702
17157,691702
17158,691703
17159,691702
17160,691704
17161,691702
17162,691702
17163,691702
17164,691702
17165,691702
17166,691703
17167,691701
17168,691703
17169,691702
17170,691701
17171,691702
17172,691702
17173,691703
17174,691702
17175,691703
17176,691703
17177,691701
17178,691703
17180,691702
17181,691704
17182,691703
17183,691702
17184,691702
17185,691702
17186,691702
17187,691703
17188,691703
17189,691702
17190,691702
17191,691703
17192,691701
17193,691702
17194,691702
17195,691703
17196,691703
17197,691703
17198,691703
17199,691703
17200,691702
17201,691701
17202,691704
17203,691703
17204,691703
17205,691703
17206,691701
17207,691701
17208,691701
17209,691703
17210,691703
17211,691703
17212,691701
17213,691702
17214,691703
17215,691702
17216,691703
17217,691703
17218,691703
17220,691702
17221,691703
17222,691703
17223,691703
17224,691701
17225,691703
17226,691703
17227,691703
17228,691703
17230,691703
17232,691703
17233,691702
17234,691703
17901,691703
17902,691703
17903,691702
18001,611801
18002,611802
18003,611801
18004,611804
18005,611802
18006,611804
18007,611803
18010,611802
18011,611801
18012,611801
18013,611801
18014,611801
18015,611802
18016,611803
18017,611804
18018,611802
18020,611801
18021,611801
18022,611801
18023,611802
18024,611801
18025,611802
18027,611802
18028,611801
18029,611802
18030,611803
18032,611803
18033,611803
18034,611801
18035,611803
18036,611801
18037,611801
18038,611801
18039,611802
18040,611803
18042,611803
18043,611803
18044,611803
18045,611802
18046,611802
18047,611801
18048,611801
18049,611802
18050,611801
18051,611801
18053,611802
18054,611802
18056,611802
18057,611801
18059,611801
18061,611801
18062,611801
18063,611802
18064,611802
18065,611801
18066,611801
18067,611802
18068,611803
18069,611802
18070,611801
18071,611803
18072,611801
18074,611802
18076,611802
18077,611801
18078,611802
18079,611801
18082,611802
18083,611802
18084,611801
18085,611802
18086,611802
18087,611801
18088,611801
18089,611802
18093,611804
18094,611801
18095,611801
18096,611802
18097,611802
18098,611802
18099,611801
18100,611801
18101,611801
18102,611801
18103,611804
18105,611801
18106,611801
18107,611801
18108,611802
18109,611804
18111,611801
18112,611803
18114,611802
18115,611801
18116,611803
18117,611802
18119,611803
18120,611804
18121,611803
18122,611801
18123,611802
18124,611804
18126,611801
18127,611801
18128,611802
18132,611801
18133,611804
18134,611801
18135,611801
18136,611801
18137,611801
18138,611801
18140,611804
18141,611804
18143,611803
18144,611801
18145,611801
18146,611802
18147,611803
18148,611804
18149,611801
18150,611803
18151,611803
18152,611802
18153,611801
18154,611802
18157,611801
18158,611801
18159,611801
18161,611802
18162,611804
18163,611803
18164,611802
18165,611801
18167,611802
18168,611801
18170,611804
18171,611801
18173,611804
18174,611801
18175,611801
18176,611803
18177,611804
18178,611802
18179,611804
18180,611803
18181,611804
18182,611803
18183,611803
18184,611804
18185,611801
18187,611802
18188,611801
18189,611801
18192,611801
18193,611801
18194,611802
18901,611803
18902,611803
18903,611803
18904,611803
18905,611801
18906,611804
18907,611802
18908,611803
18909,611802
18910,611803
18911,611801
18912,611802
18913,611801
18914,611801
18915,611801
18916,611804
19001,681901
19002,681901
19003,681902
19004,681903
19005,681903
19006,681903
19007,681903
19008,681901
19009,681903
19010,681901
19011,681901
19013,681902
19015,681903
19016,681902
19017,681901
19018,681903
19019,681903
19020,681903
19021,681903
19022,681903
19023,681903
19024,681903
19027,681902
19031,681901
19032,681901
19033,681901
19034,681902
19036,681903
19037,681903
19038,681903
19039,681903
19040,681903
19041,681903
19042,681901
19043,681903
19044,681901
19045,681903
19046,681903
19047,681901
19048,681902
19049,681901
19050,681903
19051,681903
19052,681901
19053,681903
19054,681903
19055,681903
19057,681901
19058,681903
19059,681902
19060,681901
19061,681901
19064,681903
19065,681901
19066,681903
19067,681901
19070,681903
19071,681903
19073,681903
19074,681903
19075,681903
19076,681902
19078,681903
19079,681902
19080,681903
19081,681903
19082,681903
19086,681903
19087,681901
19088,681903
19089,681901
19090,681901
19091,681903
19092,681903
19095,681901
19096,681901
19097,681901
19098,681903
19099,681902
19102,681903
19103,681902
19104,681902
19105,681903
19106,681903
19107,681903
19108,681903
19109,681902
19110,681903
19111,681903
19112,681903
19113,681903
19114,681901
19115,681902
19116,681901
19117,681903
19118,681902
19119,681903
19120,681903
19121,681903
19122,681902
19123,681903
19124,681903
19125,681903
19126,681903
19127,681901
19129,681901
19130,681903
19132,681903
19133,681903
19134,681902
19135,681901
19136,681901
19138,681903
19139,681902
19142,681903
19143,681903
19145,681901
19146,681901
19147,681901
19148,681903
19150,681903
19151,681903
19152,681903
19153,681901
19154,681903
19155,681903
19156,681903
19157,681903
19159,681903
19160,681903
19161,681903
19162,681901
19163,681901
19165,681901
19166,681903
19167,681903
19168,681901
19169,681903
19170,681902
19171,681903
19172,681903
19173,681903
19174,681903
19175,681901
19176,681903
19177,681903
19178,681902
19179,681903
19181,681901
19182,681903
19183,681902
19184,681903
19185,681901
19186,681903
19187,681903
19188,681902
19189,681903
19190,681902
19191,681903
19192,681903
19193,681903
19194,681903
19195,681902
19196,681903
19197,681901
19198,681901
19199,681903
19200,681903
19201,681901
19202,681901
19203,681901
19204,681902
19208,681901
19209,681902
19210,681901
19211,681903
19212,681903
19213,681902
19214,681903
19215,681903
19216,681902
19217,681903
19218,681901
19219,681902
19220,681903
19221,681902
19222,681902
19223,681903
19224,681903
19225,681903
19226,681901
19227,681902
19228,681903
19229,681903
19230,681903
19231,681901
19232,681903
19233,681903
19234,681901
19235,681901
19237,681902
19238,681901
19239,681903
19240,681901
19241,681901
19242,681903
19243,681902
19244,681903
19245,681903
19246,681901
19247,681903
19248,681903
19249,681903
19250,681901
19251,681901
19252,681903
19254,681901
19255,681902
19256,681901
19257,681901
19258,681903
19259,681901
19260,681901
19261,681901
19262,681901
19263,681903
19264,681902
19265,681902
19266,681903
19267,681902
19268,681902
19269,681903
19270,681901
19271,681902
19272,681902
19274,681903
19277,681902
19278,681901
19279,681903
19280,681903
19281,681903
19282,681901
19283,681902
19284,681902
19285,681902
19286,681903
19287,681902
19288,681901
19289,681902
19290,681903
19291,681903
19293,681903
19294,681901
19296,681903
19297,681903
19298,681903
19299,681903
19300,681903
19301,681903
19302,681903
19303,681901
19304,681903
19305,681901
19306,681903
19307,681901
19308,681903
19309,681902
19310,681903
19311,681901
19314,681901
19317,681903
19318,681903
19319,681903
19321,681901
19322,681903
19323,681903
19324,681902
19325,681903
19326,681903
19327,681903
19329,681903
19330,681903
19331,681903
19332,681902
19333,681903
19334,681901
19335,681903
19901,681901
20001,752002
20002,752002
20003,752001
20004,752002
20005,752002
20006,752002
20007,752002
20008,752002
20009,752001
20010,752002
20011,752002
20012,752002
20013,752002
20014,752002
20015,752002
20016,752001
20017,752002
20018,752002
20019,752002
20020,752002
20021,752002
20022,752002
20023,752002
20024,752002
20025,752002
20026,752002
20027,752001
20028,752002
20029,752001
20030,752002
20031,752002
20032,752002
20033,752002
20034,752002
20035,752002
20036,752001
20037,752002
20038,752002
20039,752001
20040,752001
20041,752002
20042,752002
20043,752002
20044,752002
20045,752001
20046,752002
20047,752002
20048,752002
20049,752002
20050,752002
20051,752002
20052,752002
20053,752001
20054,752002
20055,752002
20056,752001
20057,752002
20058,752002
20059,752002
20060,752002
20061,752001
20062,752002
20063,752001
20064,752001
20065,752002
20066,752002
20067,752001
20068,752002
20069,752001
20070,752002
20071,752002
20072,752001
20073,752001
20074,752002
20075,752002
20076,752002
20077,752002
20078,752002
20079,752001
20080,752002
20081,752001
20901,752002
20902,752001
20903,752001
20904,752002
20905,752002
20906,752002
20907,752002
21001,612101
21002,612103
21003,612102
21004,612101
21005,612103
21006,612102
21007,612101
21008,612101
21009,612101
21010,612103
21011,612102
21012,612101
21013,612102
21014,612102
21015,612102
21016,612101
21017,612102
21018,612101
21019,612101
21020,612101
21021,612103
21022,612101
21023,612102
21024,612101
21025,612101
21026,612101
21027,612101
21028,612101
21029,612101
21030,612102
21031,612101
21032,612102
21033,612101
21034,612101
21035,612102
21036,612101
21037,612102
21038,612101
21039,612101
21040,612102
21041,612103
21042,612103
21043,612101
21044,612103
21045,612101
21046,612103
21047,612102
21048,612101
21049,612101
21050,612103
21051,612101
21052,612101
21053,612102
21054,612102
21055,612103
21056,612102
21057,612102
21058,612102
21059,612101
21060,612103
21061,612102
21062,612101
21063,612102
21064,612102
21065,612102
21066,612102
21067,612101
21068,612102
21069,612101
21070,612102
21071,612101
21072,612102
21073,612103
21074,612102
21075,612102
21076,612102
21077,612102
21078,612101
21079,612101
21902,612102
22001,622202
22002,622201
22003,622202
22004,622202
22006,622201
22007,622203
22008,622203
22009,622203
22011,622202
22012,622202
22013,622203
22014,622202
22015,622202
22016,622203
22017,622203
22018,622203
22019,622202
22020,622203
22021,622202
22022,622203
22023,622203
22024,622202
22025,622203
22027,622202
22028,622201
22029,622202
22032,622201
22035,622201
22036,622202
22037,622202
22039,622202
22040,622203
22041,622202
22042,622202
22043,622203
22044,622201
22045,622203
22046,622203
22047,622202
22048,622202
22049,622203
22050,622202
22051,622202
22052,622203
22053,622201
22054,622201
22055,622202
22057,622201
22058,622202
22059,622201
22060,622203
22061,622203
22062,622201
22063,622202
22064,622202
22066,622201
22067,622201
22068,622201
22069,622201
22072,622201
22074,622201
22075,622203
22076,622201
22077,622203
22078,622201
22079,622203
22080,622201
22081,622202
22082,622202
22083,622203
22084,622201
22085,622203
22086,622201
22087,622201
22088,622202
22089,622203
22090,622202
22094,622203
22095,622201
22096,622202
22099,622203
22102,622202
22103,622202
22105,622201
22106,622201
22107,622201
22109,622201
22110,622203
22111,622201
22112,622203
22113,622201
22114,622201
22115,622202
22116,622203
22117,622201
22119,622202
22122,622201
22124,622202
22125,622202
22126,622202
22127,622202
22128,622202
22129,622201
22130,622201
22131,622201
22133,622201
22135,622202
22136,622203
22137,622203
22139,622202
22141,622202
22142,622201
22143,622201
22144,622201
22149,622202
22150,622202
22151,622202
22155,622201
22156,622202
22157,622201
22158,622203
22160,622202
22162,622202
22163,622202
22164,622202
22165,622203
22167,622203
22168,622201
22170,622201
22172,622203
22173,622202
22174,622202
22175,622203
22176,622202
22177,622201
22178,622202
22181,622202
22182,622201
22184,622203
22186,622202
22187,622202
22188,622201
22189,622201
22190,622201
22193,622203
22195,622202
22197,622203
22199,622201
22200,622201
22201,622202
22202,622202
22203,622202
22204,622201
22205,622203
22206,622202
22207,622201
22208,622201
22209,622201
22212,622201
22213,622203
22214,622202
22215,622201
22217,622203
22218,622203
22220,622202
22221,622201
22222,622202
22223,622201
22225,622203
22226,622203
22227,622201
22228,622202
22229,622201
22230,622201
22232,622203
22233,622201
22234,622203
22235,622202
22236,622203
22239,622203
22242,622203
22243,622201
22244,622201
22245,622203
22246,622201
22247,622201
22248,622202
22249,622201
22250,622201
22251,622203
22252,622201
22253,622201
22254,622203
22901,622201
22902,622201
22903,622203
22904,622202
22905,622202
22906,622202
22907,622201
22908,622202
22909,622203
23001,612304
23002,612304
23003,612303
23004,612301
23005,612301
23006,612303
23007,612303
23008,612301
23009,612303
23010,612301
23011,612301
23012,612302
23014,612303
23015,612304
23016,612302
23017,612304
23018,612304
23019,612304
23020,612303
23021,612301
23024,612301
23025,612301
23026,612304
23027,612303
23028,612302
23029,612301
23030,612302
23031,612303
23032,612303
23033,612304
23034,612304
23035,612303
23037,612302
23038,612303
23039,612301
23040,612303
23041,612303
23042,612302
23043,612302
23044,612304
23045,612302
23046,612303
23047,612302
23048,612302
23049,612303
23050,612303
23051,612303
23052,612303
23053,612303
23054,612302
23055,612301
23056,612303
23057,612303
23058,612303
23059,612303
23060,612303
23061,612303
23062,612301
23063,612301
23064,612304
23065,612302
23066,612302
23067,612304
23069,612303
23070,612302
23071,612302
23072,612302
23073,612302
23074,612303
23075,612303
23076,612301
23077,612303
23079,612301
23080,612302
23081,612302
23082,612302
23084,612302
23085,612303
23086,612303
23087,612303
23088,612303
23090,612304
23091,612302
23092,612303
23093,612304
23094,612301
23095,612302
23096,612301
23097,612302
23098,612303
23099,612304
23101,612302
23901,612304
23902,612304
23903,612303
23904,612302
23905,612302
24001,672401
24002,672403
24003,672403
24004,672401
24005,672403
24006,672403
24007,672402
24008,672403
24009,672402
24010,672403
24011,672402
24012,672401
24014,672402
24015,672403
24016,672401
24017,672403
24018,672403
24019,672402
24020,672401
24021,672401
24022,672402
24023,672401
24024,672403
24025,672401
24026,672403
24027,672402
24028,672403
24029,672401
24030,672402
24031,672403
24032,672403
24033,672403
24034,672402
24036,672401
24037,672401
24038,672402
24039,672403
24040,672401
24041,672402
24042,672403
24043,672401
24044,672403
24046,672403
24047,672403
24049,672402
24050,672403
24051,672403
24052,672401
24053,672403
24054,672403
24055,672403
24056,672401
24057,672402
24058,672403
24059,672402
24060,672401
24061,672401
24062,672403
24063,672401
24064,672402
24065,672403
24066,672403
24067,672401
24068,672401
24069,672403
24070,672402
24071,672402
24073,672403
24074,672403
24076,672401
24077,672403
24078,672403
24079,672401
24080,672403
24081,672403
24082,672403
24083,672401
24084,672403
24086,672403
24087,672403
24088,672403
24089,672403
24090,672401
24091,672401
24092,672403
24093,672403
24094,672403
24095,672403
24096,672401
24097,672403
24098,672401
24099,672403
24100,672401
24101,672401
24102,672402
24103,672402
24104,672401
24105,672403
24106,672401
24107,672403
24108,672403
24109,672401
24110,672401
24112,672401
24113,672403
24114,672401
24115,672402
24116,672401
24117,672403
24118,672401
24119,672402
24120,672401
24121,672401
24122,672402
24123,672401
24124,672403
24125,672403
24127,672403
24129,672401
24130,672401
24131,672403
24132,672401
24133,672401
24134,672401
24136,672403
24137,672401
24139,672403
24141,672403
24142,672403
24143,672402
24144,672403
24145,672401
24146,672403
24148,672403
24149,672403
24150,672403
24151,672401
24152,672401
24153,672403
24154,672403
24155,672403
24156,672403
24157,672403
24158,672401
24159,672403
24160,672403
24161,672403
24162,672403
24163,672403
24164,672401
24165,672402
24166,672403
24167,672401
24168,672403
24169,672402
24170,672401
24171,672402
24172,672401
24173,672403
24174,672403
24175,672403
24176,672403
24177,672401
24178,672403
24179,672401
24180,672403
24181,672403
24182,672403
24183,672401
24184,672401
24185,672403
24187,672403
24188,672403
24189,672403
24190,672403
24191,672403
24193,672401
24194,672401
24196,672402
24197,672403
24198,672402
24199,672401
24201,672403
24202,672401
24203,672403
24205,672403
24206,672402
24207,672403
24209,672402
24210,672401
24211,672403
24212,672403
24213,672403
24214,672403
24215,672403
24216,672403
24217,672403
24218,672403
24219,672403
24221,672403
24222,672403
24223,672403
24224,672403
24225,672403
24226,672403
24227,672403
24228,672403
24229,672403
24230,672403
24901,672401
24902,672403
25001,692502
25002,692503
25003,692503
25004,692503
25005,692502
25006,692503
25007,692503
25008,692503
25009,692503
25010,692503
25011,692503
25012,692503
25013,692503
25014,692503
25015,692503
25016,692503
25017,692502
25019,692503
25020,692503
25021,692503
25022,692503
25023,692503
25024,692502
25025,692501
25027,692503
25029,692503
25030,692502
25031,692501
25032,692502
25033,692503
25034,692503
25035,692503
25036,692503
25037,692503
25038,692503
25039,692502
25040,692503
25041,692503
25042,692503
25043,692502
25044,692503
25045,692501
25046,692503
25047,692503
25048,692503
25049,692503
25050,692503
25051,692502
25052,692503
25053,692503
25055,692503
25056,692503
25057,692501
25058,692503
25059,692501
25060,692503
25061,692502
25062,692503
25063,692501
25064,692503
25067,692503
25068,692503
25069,692503
25070,692503
25071,692502
25072,692503
25073,692503
25074,692503
25075,692503
25076,692503
25077,692502
25078,692503
25079,692503
25081,692503
25082,692502
25085,692503
25086,692502
25087,692502
25088,692502
25089,692502
25092,692503
25093,692503
25094,692503
25096,692503
25097,692503
25098,692502
25099,692503
25100,692502
25101,692503
25102,692503
25103,692503
25104,692503
25105,692503
25109,692503
25110,692503
25111,692502
25112,692503
25113,692503
25114,692503
25115,692502
25118,692503
25119,692503
25120,692503
25121,692501
25122,692503
25123,692502
25124,692503
25125,692503
25126,692502
25127,692502
25128,692502
25129,692503
25130,692503
25131,692503
25132,692503
25133,692503
25134,692503
25135,692503
25136,692503
25137,692503
25138,692503
25139,692502
25140,692502
25141,692503
25142,692503
25143,692503
25145,692503
25146,692503
25148,692502
25149,692503
25150,692503
25151,692503
25152,692503
25153,692503
25154,692503
25155,692502
25156,692503
25157,692503
25158,692503
25161,692502
25163,692502
25164,692503
25165,692503
25166,692503
25167,692503
25168,692503
25169,692503
25170,692503
25171,692502
25172,692503
25173,692502
25174,692503
25175,692502
25176,692503
25177,692503
25179,692502
25180,692503
25181,692503
25182,692503
25183,692502
25185,692502
25186,692503
25189,692503
25190,692502
25191,692503
25192,692503
25193,692502
25194,692503
25196,692502
25197,692503
25200,692503
25201,692502
25202,692502
25203,692502
25204,692503
25205,692503
25206,692503
25207,692503
25208,692502
25209,692502
25210,692503
25211,692503
25212,692503
25215,692502
25216,692503
25217,692503
25218,692503
25219,692503
25220,692503
25221,692502
25222,692503
25223,692503
25224,692503
25225,692503
25226,692503
25227,692502
25228,692503
25230,692503
25231,692503
25232,692503
25233,692503
25234,692502
25238,692503
25239,692502
25240,692503
25242,692503
25243,692501
25244,692503
25245,692502
25247,692501
25248,692503
25249,692503
25250,692503
25251,692503
25252,692503
25253,692503
25254,692503
25255,692503
25901,692502
25902,692503
25903,692502
25904,692502
25905,692503
25906,692502
25907,692503
25908,692502
25909,692502
25910,692502
25911,692503
25912,692503
25913,692502
26001,762601
26002,762601
26003,762602
26004,762602
26005,762601
26006,762601
26007,762601
26008,762601
26009,762601
26010,762601
26011,762601
26012,762602
26013,762601
26014,762602
26015,762601
26016,762601
26017,762602
26018,762601
26019,762601
26020,762601
26021,762601
26022,762601
26023,762602
26024,762601
26025,762601
26026,762602
26027,762602
26028,762601
26029,762601
26030,762601
26031,762602
26032,762602
26033,762601
26034,762601
26035,762602
26036,762601
26037,762602
26038,762602
26039,762601
26040,762601
26041,762602
26042,762601
26043,762601
26044,762602
26045,762601
26046,762601
26047,762602
26048,762601
26049,762601
26050,762601
26051,762601
26052,762601
26053,762601
26054,762602
26055,762601
26056,762601
26057,762601
26058,762602
26059,762601
26060,762602
26061,762602
26062,762601
26063,762601
26064,762601
26065,762601
26066,762601
26067,762602
26068,762601
26069,762601
26070,762601
26071,762601
26072,762601
26073,762601
26074,762601
26075,762601
26076,762601
26077,762602
26078,762601
26079,762601
26080,762602
26081,762602
26082,762602
26083,762601
26084,762601
26086,762602
26087,762601
26088,762601
26089,762601
26091,762602
26092,762601
26093,762602
26094,762602
26095,762602
26096,762601
26098,762602
26099,762601
26100,762602
26101,762602
26102,762601
26103,762601
26104,762602
26105,762601
26106,762602
26107,762602
26108,762601
26109,762601
26110,762602
26111,762601
26112,762602
26113,762602
26114,762602
26115,762602
26117,762601
26118,762602
26119,762601
26120,762601
26121,762602
26122,762602
26123,762601
26124,762601
26125,762601
26126,762602
26127,762601
26128,762601
26129,762601
26130,762602
26131,762601
26132,762602
26134,762601
26135,762601
26136,762601
26138,762601
26139,762601
26140,762602
26141,762602
26142,762601
26143,762601
26144,762601
26145,762601
26146,762601
26147,762602
26148,762601
26149,762602
26150,762601
26151,762602
26152,762601
26153,762602
26154,762601
26155,762601
26157,762601
26158,762601
26160,762601
26161,762602
26162,762602
26163,762601
26164,762602
26165,762602
26166,762601
26167,762601
26168,762601
26169,762602
26170,762601
26171,762602
26172,762602
26173,762601
26174,762601
26175,762602
26176,762602
26177,762602
26178,762602
26179,762602
26180,762601
26181,762602
26183,762602
27001,712702
27002,712701
27003,712702
27004,712703
27005,712701
27006,712703
27007,712702
27008,712704
27009,712704
27010,712702
27011,712702
27012,712703
27013,712701
27014,712702
27015,712702
27016,712704
27017,712703
27018,712703
27019,712701
27020,712702
27021,712702
27022,712702
27023,712702
27024,712703
27025,712701
27026,712702
27027,712701
27028,712702
27029,712702
27030,712701
27031,712704
27032,712702
27033,712702
27034,712703
27035,712703
27037,712703
27038,712701
27039,712702
27040,712702
27041,712704
27042,712702
27043,712702
27044,712702
27045,712703
27046,712702
27047,712704
27048,712701
27049,712702
27050,712704
27051,712701
27052,712704
27053,712703
27054,712702
27055,712703
27056,712702
27057,712702
27058,712704
27059,712704
27060,712704
27061,712701
27062,712703
27063,712701
27064,712701
27065,712702
27066,712701
27901,712703
27902,712701
28001,722801
28002,722802
28003,722801
28004,722803
28005,722802
28006,722802
28007,722802
28008,722803
28009,722802
28010,722801
28011,722803
28012,722802
28013,722803
28014,722802
28015,722803
28016,722801
28017,722803
28018,722801
28019,722803
28020,722801
28021,722801
28022,722802
28023,722801
28024,722801
28025,722803
28026,722803
28027,722801
28028,722801
28029,722801
28030,722801
28031,722803
28032,722802
28033,722802
28034,722801
28035,722803
28036,722803
28037,722803
28038,722801
28039,722801
28040,722803
28041,722802
28042,722803
28043,722803
28044,722801
28045,722801
28046,722801
28047,722801
28048,722802
28049,722802
28050,722803
28051,722803
28052,722803
28053,722802
28054,722801
28055,722803
28056,722801
28057,722802
28058,722802
28059,722802
28060,722803
28061,722801
28062,722801
28063,722801
28064,722801
28065,722802
28066,722803
28067,722801
28068,722801
28069,722801
28070,722801
28071,722801
28072,722801
28073,722803
28074,722802
28075,722802
28076,722801
28078,722801
28079,722802
28080,722802
28082,722801
28083,722802
28084,722802
28085,722801
28086,722801
28087,722801
28088,722801
28089,722803
28090,722801
28091,722803
28092,722802
28093,722801
28094,722801
28095,722803
28096,722803
28097,722801
28099,722803
28100,722803
28101,722803
28102,722803
28104,722802
28106,722803
28107,722801
28108,722801
28109,722803
28110,722803
28111,722803
28112,722801
28113,722803
28114,722801
28115,722802
28116,722802
28117,722801
28118,722801
28119,722803
28120,722801
28121,722801
28122,722802
28123,722802
28124,722801
28125,722801
28126,722801
28127,722802
28128,722803
28129,722801
28130,722802
28131,722801
28132,722803
28133,722803
28134,722802
28135,722801
28136,722802
28137,722802
28138,722801
28140,722803
28141,722803
28143,722801
28144,722801
28145,722801
28146,722803
28147,722803
28148,722802
28149,722803
28150,722803
28151,722801
28152,722801
28153,722801
28154,722802
28155,722803
28156,722802
28157,722803
28158,722801
28159,722801
28160,722801
28161,722803
28162,722802
28163,722801
28164,722801
28165,722803
28166,722802
28167,722802
28168,722801
28169,722801
28170,722803
28171,722803
28172,722802
28173,722803
28174,722803
28175,722803
28176,722803
28177,722803
28178,722803
28179,722803
28180,722803
28181,722802
28182,722801
28183,722801
28901,722801
28902,722801
28903,722802
29001,612901
29002,612904
29003,612904
29004,612904
29005,612904
29006,612902
29007,612903
29008,612903
29009,612904
29010,612901
29011,612903
29012,612903
29013,612903
29014,612902
29015,612901
29016,612904
29017,612901
29018,612902
29019,612904
29020,612902
29021,612902
29022,612902
29023,612903
29024,612902
29025,612903
29026,612904
29027,612904
29028,612902
29029,612902
29030,612904
29031,612902
29032,612901
29033,612904
29034,612904
29035,612901
29036,612903
29037,612902
29038,612903
29039,612904
29040,612903
29041,612903
29042,612903
29043,612904
29044,612904
29045,612904
29046,612902
29047,612901
29048,612902
29049,612901
29050,612904
29051,612903
29052,612902
29053,612904
29054,612903
29055,612901
29056,612902
29057,612902
29058,612903
29059,612901
29060,612902
29061,612903
29062,612904
29063,612902
29064,612902
29065,612902
29066,612904
29067,612903
29068,612903
29069,612903
29070,612903
29071,612904
29072,612901
29073,612903
29074,612902
29075,612904
29076,612903
29077,612902
29079,612904
29080,612903
29081,612902
29082,612904
29083,612904
29084,612902
29085,612904
29086,612904
29087,612904
29088,612901
29089,612901
29090,612903
29091,612904
29092,612904
29093,612903
29094,612904
29095,612901
29096,612901
29097,612901
29098,612901
29099,612904
29100,612903
29901,612903
29902,612901
29903,612902
29904,612902
30001,733003
30002,733003
30003,733004
30004,733003
30005,733003
30006,733004
30007,733003
30008,733004
30009,733003
30010,733003
30011,733003
30012,733002
30013,733002
30014,733003
30015,733002
30016,733005
30017,733002
30018,733003
30019,733003
30020,733003
30021,733005
30022,733001
30023,733003
30024,733004
30025,733003
30026,733005
30027,733003
30028,733002
30029,733003
30030,733003
30031,733003
30032,733003
30033,733004
30034,733003
30035,733005
30036,733005
30037,733005
30038,733003
30039,733004
30040,733003
30041,733005
30042,733003
30043,733001
30901,733003
30902,733005
31001,743102
31002,743102
31003,743103
31004,743103
31005,743102
31006,743104
31007,743102
31008,743102
31009,743102
31010,743102
31011,743102
31012,743104
31013,743102
31014,743102
31015,743104
31016,743102
31017,743102
31018,743102
31019,743102
31020,743102
31021,743102
31022,743101
31023,743102
31024,743101
31025,743102
31026,743104
31027,743102
31028,743103
31029,743104
31030,743102
31031,743102
31032,743104
31033,743103
31034,743103
31035,743104
31036,743104
31037,743102
31038,743102
31039,743102
31040,743102
31041,743102
31042,743104
31043,743102
